Вулиця;Кількість недобудов на вулиці;№ буд.;Рік;Кількість недобудов за рік;Матеріали;Рейтинг матеріалів;Кількість поверхів;Висота стелі;Стан
просп. Науки;1;8;2001;0;утеплювач,шлакоблок;1.70;14;3.14;Зданий
просп. Науки;1;82;1978;0;утеплювач,цегла,монолітно-каркасний;4.00;5;2.6;Зданий
просп. Науки;1;82А;2001;0;цегла,монолітно-каркасний;3.30;15;3.18;Зданий
просп. Науки;1;82В;1960;0;к/б панель;1.70;18;2.76;Зданий
просп. Науки;1;84;1996;0;к/б панель;1.70;23;2.52;Зданий
просп. Науки;1;84Б;1981;0;цегла;2.00;24;3.11;Зданий
просп. Науки;1;84В;2016;2;керамблок,з/б панель;2.90;21;2.65;Зданий
просп. Науки;1;84Г;1991;0;вентильований фасад,шлакоблок,керамблок;3.10;15;2.76;Зданий
просп. Науки;1;86;2010;1;монолітно-каркасний;1.30;2;2.41;Зданий
просп. Науки;1;86корп2;1997;0;газоблок,керамблок;2.60;12;2.59;Зданий
просп. Науки;1;88;2001;0;вентильований фасад,цегла сілікатна;2.40;16;3.13;Зданий
просп. Науки;1;88А;1988;0;цегла сілікатна;1.50;16;2.98;Зданий
просп. Науки;1;9;1977;0;цегла сілікатна,к/б панель;3.20;21;2.43;Зданий
просп. Науки;1;90;2007;1;керамблок;1.20;10;2.82;Зданий
просп. Науки;1;94;1981;0;газоблок,керамблок;2.60;1;2.56;Зданий
просп. Науки;1;96;1986;0;вентильований фасад,к/б панель;2.60;20;2.57;Зданий
просп. Науки;1;98;1985;0;керамблок,цегла сілікатна;2.70;19;2.57;Зданий
шосе Харківське;1;1;2019;0;цегла,з/б панель;3.70;12;3.15;Зданий
шосе Харківське;1;10;2013;4;з/б панель;1.70;14;2.59;Зданий
шосе Харківське;1;11;1961;0;монолітно-каркасний;1.30;12;2.56;Зданий
шосе Харківське;1;11А;1964;0;з/б панель;1.70;21;2.8;Зданий
шосе Харківське;1;12;2013;4;утеплювач,шлакоблок;1.70;5;3.15;Зданий
шосе Харківське;1;121;1979;0;з/б панель;1.70;18;2.42;Зданий
шосе Харківське;1;121А;1983;1;цегла,з/б панель;3.70;23;2.88;Зданий
шосе Харківське;1;121корп1;2013;4;цегла сілікатна,вентильований фасад;2.40;23;3.04;Зданий
шосе Харківське;1;123;1964;0;утеплювач,монолітно-каркасний;2.00;24;2.85;Зданий
шосе Харківське;1;123А;2000;0;цегла,газоблок;3.40;7;3.05;Зданий
шосе Харківське;1;125;1961;0;з/б панель,монолітно-каркасний;3.00;11;3.01;Зданий
шосе Харківське;1;127;1967;0;вентильований фасад,к/б панель,монолітно-каркасний;3.90;4;3.02;Зданий
шосе Харківське;1;129;2015;2;к/б панель;1.70;24;3.04;Зданий
шосе Харківське;1;12А;1999;0;газоблок,з/б панель;3.10;24;3.13;Зданий
шосе Харківське;1;13;1970;0;газоблок,керамблок;2.60;3;2.59;Зданий
шосе Харківське;1;131;1998;0;цегла сілікатна,керамблок;2.70;9;3.01;Зданий
шосе Харківське;1;133;2002;0;утеплювач,вентильований фасад,цегла;3.60;3;3.12;Зданий
шосе Харківське;1;137;2012;2;з/б панель,утеплювач;2.40;9;2.98;Зданий
шосе Харківське;1;139;2011;0;шлакоблок;1.00;1;2.88;Зданий
шосе Харківське;1;13А;1980;0;цегла,вентильований фасад;2.90;3;2.4;Зданий
шосе Харківське;1;14;2005;2;к/б панель;1.70;1;2.84;Зданий
шосе Харківське;1;141;1976;0;вентильований фасад,цегла сілікатна;2.40;11;2.48;Зданий
шосе Харківське;1;143;2001;0;з/б панель,шлакоблок;2.70;22;2.91;Зданий
шосе Харківське;1;144А;1997;0;керамблок,к/б панель;2.90;16;3.09;Зданий
шосе Харківське;1;144Б;2002;0;утеплювач,цегла;2.70;8;2.83;Зданий
шосе Харківське;1;144В;1989;0;керамблок;1.20;1;3.14;Зданий
шосе Харківське;1;144Г;2004;0;утеплювач,шлакоблок,цегла;3.70;7;3.08;Зданий
шосе Харківське;1;145;1984;0;утеплювач,цегла,цегла сілікатна;4.20;8;2.48;Зданий
шосе Харківське;1;146;1964;0;утеплювач,цегла сілікатна;2.20;5;2.82;Зданий
шосе Харківське;1;146В;1985;0;цегла;2.00;13;2.68;Зданий
шосе Харківське;1;147;1985;0;цегла сілікатна;1.50;4;2.76;Зданий
шосе Харківське;1;148;2018;2;монолітно-каркасний,вентильований фасад;2.20;19;2.74;Зданий
шосе Харківське;1;148А;1988;0;шлакоблок;1.00;5;2.52;Зданий
шосе Харківське;1;148Б;1975;0;з/б панель;1.70;17;2.92;Зданий
шосе Харківське;1;149;1977;0;монолітно-каркасний;1.30;16;2.63;Зданий
шосе Харківське;1;15;2000;0;монолітно-каркасний,керамблок;2.50;7;2.42;Зданий
шосе Харківське;1;150;2011;0;з/б панель,утеплювач;2.40;2;2.49;Зданий
шосе Харківське;1;151;2000;0;утеплювач,монолітно-каркасний;2.00;6;2.95;Зданий
шосе Харківське;1;152;2010;1;вентильований фасад,к/б панель;2.60;11;2.71;Зданий
шосе Харківське;1;152корп1;2019;0;з/б панель;1.70;21;3.18;Зданий
шосе Харківське;1;152корп2;1999;0;цегла сілікатна,утеплювач;2.20;16;2.74;Зданий
шосе Харківське;1;153;1962;0;цегла;2.00;6;3.05;Зданий
шосе Харківське;1;154;1973;0;вентильований фасад,монолітно-каркасний,утеплювач;2.90;14;3.09;Зданий
шосе Харківське;1;154А;1998;0;керамблок,газоблок;2.60;18;2.82;Зданий
шосе Харківське;1;156;1965;0;к/б панель,газоблок;3.10;23;2.74;Зданий
шосе Харківське;1;157;1990;0;газоблок,утеплювач;2.10;19;2.52;Зданий
шосе Харківське;1;158;2007;1;цегла сілікатна,з/б панель;3.20;6;2.45;Зданий
шосе Харківське;1;1584;2011;0;цегла,шлакоблок;3.00;19;2.84;Зданий
шосе Харківське;1;158Б;2015;2;шлакоблок,цегла сілікатна;2.50;18;3.16;Зданий
шосе Харківське;1;158К;1978;0;к/б панель,керамблок;2.90;23;3.06;Зданий
шосе Харківське;1;159;2007;1;к/б панель;1.70;15;2.71;Зданий
шосе Харківське;1;15А;2017;5;монолітно-каркасний,газоблок,утеплювач;3.40;16;2.8;Невдала будівля
шосе Харківське;1;160;1987;0;газоблок;1.40;12;2.54;Зданий
шосе Харківське;1;161;2020;0;цегла сілікатна,утеплювач;2.20;16;2.85;Зданий
шосе Харківське;1;162;2020;0;з/б панель;1.70;6;3.04;Зданий
шосе Харківське;1;163;1988;0;вентильований фасад,з/б панель,керамблок;3.80;9;3.06;Зданий
шосе Харківське;1;164;2020;0;цегла сілікатна,шлакоблок;2.50;11;2.76;Зданий
шосе Харківське;1;165;1968;0;цегла,утеплювач;2.70;14;2.84;Зданий
шосе Харківське;1;166;2013;4;утеплювач,вентильований фасад,шлакоблок;2.60;15;2.58;Зданий
шосе Харківське;1;166Б;2012;2;шлакоблок,к/б панель;2.70;23;2.81;Зданий
шосе Харківське;1;166В;1999;0;цегла,газоблок;3.40;1;2.92;Зданий
шосе Харківське;1;167;1993;0;к/б панель,цегла;3.70;13;2.73;Зданий
шосе Харківське;1;168;1999;0;керамблок;1.20;20;3.05;Зданий
шосе Харківське;1;168А;1969;0;керамблок;1.20;5;3.1;Зданий
шосе Харківське;1;168Б;1987;0;цегла сілікатна;1.50;16;3.15;Зданий
шосе Харківське;1;168Г;1961;0;вентильований фасад,монолітно-каркасний,шлакоблок;3.20;15;3.16;Зданий
шосе Харківське;1;168Д;1989;0;цегла сілікатна;1.50;6;2.55;Зданий
шосе Харківське;1;168Е;1971;0;к/б панель;1.70;21;2.62;Зданий
шосе Харківське;1;168И;1980;0;утеплювач,шлакоблок,керамблок;2.90;2;2.86;Зданий
шосе Харківське;1;168І;1971;0;керамблок;1.20;11;2.68;Зданий
шосе Харківське;1;168К;1987;0;газоблок,монолітно-каркасний;2.70;6;2.63;Зданий
шосе Харківське;1;169;2005;2;к/б панель;1.70;7;2.85;Зданий
шосе Харківське;1;17;1965;0;газоблок;1.40;14;2.74;Зданий
шосе Харківське;1;170;2020;0;утеплювач,керамблок,шлакоблок;2.90;7;3.02;Зданий
шосе Харківське;1;170А;1963;0;монолітно-каркасний,газоблок;2.70;21;2.85;Зданий
шосе Харківське;1;170Б;1980;0;з/б панель;1.70;24;2.48;Зданий
шосе Харківське;1;171;2018;2;монолітно-каркасний,керамблок;2.50;16;2.5;Зданий
шосе Харківське;1;172;1990;0;к/б панель;1.70;15;2.98;Зданий
шосе Харківське;1;172А;1986;0;утеплювач,монолітно-каркасний;2.00;17;2.71;Зданий
шосе Харківське;1;172Б;1989;0;шлакоблок;1.00;5;2.45;Зданий
шосе Харківське;1;173;1963;0;газоблок,цегла;3.40;8;2.55;Зданий
шосе Харківське;1;174;2006;0;монолітно-каркасний,цегла;3.30;8;2.65;Зданий
шосе Харківське;1;174А;1995;0;утеплювач,цегла сілікатна;2.20;15;2.69;Зданий
шосе Харківське;1;174Б;1970;0;керамблок,монолітно-каркасний;2.50;5;2.93;Зданий
шосе Харківське;1;174К;2001;0;утеплювач,вентильований фасад;1.60;2;2.86;Зданий
шосе Харківське;1;175;1995;0;газоблок,шлакоблок;2.40;18;2.69;Зданий
шосе Харківське;1;176Б;1970;0;керамблок;1.20;15;2.69;Зданий
шосе Харківське;1;176В;2013;4;монолітно-каркасний;1.30;23;2.47;Зданий
шосе Харківське;1;176Г;2021;4;к/б панель;1.70;9;2.94;Зданий
шосе Харківське;1;177;2016;2;утеплювач,газоблок;2.10;16;2.59;Зданий
шосе Харківське;1;178А;1964;0;цегла,монолітно-каркасний;3.30;15;2.71;Зданий
